time,,sender_name,content,photos,,videos,link,kdv,,,
2024/03/19,FP - Sài Gòn nghenn,Bánh Bòa,"Bụi đỏ sân bay Long Thành vượt chuẩn 1,24 - 2,98 lần  Bước vào cao điểm mùa khô, bụi đỏ do thi công sân bay Long Thành phát tán bao trùm cao tốc TP HCM - Dầu Giây khiến giao thông qua lại khó khăn.  Nhìn qua hình thôi cũng thấy... 😷  📷 Vnexpress, Vietnamnet","https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/432332841_773737027671968_2671443262773486026_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGcQAOXQ2XdDjgzZLONNYWTRMszGeR6HAhEyzMZ5HocCBLeld28qezaXSTZ7ieldwBATfjS405aSTrx7zh2iSD-&_nc_ohc=Wb4gBQMq2vcAX-rAp9R&_nc_ht=scontent.fhan14-3.fna&oh=03_AdRxk3-RJHZcPehl46Ej1j9ltxx6xYyiBK_rZ6Oedfv8kw&oe=662DD59E 
https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/432267634_1218260346226313_1449198602360322990_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeERH1y58bBlijwOpE0Yp0VrkFAfOh2Mxz6QUB86HYzHPqFCZSZwJmLjqtqVUXtvQ58Z_d3HGAl6yg9_M3JhT8KI&_nc_ohc=sahSMfssNRwAX89zfyj&_nc_ht=scontent.fhan14-3.fna&oh=03_AdS2vAigR41awmED7phKToLO8UR39KvDNNsLx6SEknFtHA&oe=662DF291 
https://scontent.fhan14-2.fna.fbcdn.net/v/t1.15752-9/432407366_1872374723194962_4866833844816335715_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFcb83Y6dK7KebrPJ1GuAgvBjJ7uRnU7dkGMnu5GdTt2WqaH1WvJ8ajhQHBchRgvVV2Nx5oejOawUXDyTOS-b2P&_nc_ohc=EzxSWyweZOUAX8DHU99&_nc_ht=scontent.fhan14-2.fna&oh=03_AdTtrmlTc_3etWuwgAeuhaOXmku1YaF3wRsDVFXnK8QzRg&oe=662DC944 
https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/431712440_1823263391447466_1238856462096422000_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGF0zaJ0wf9sGfDxInzXtgF9XnM2a733471eczZrvffjplnWpvIcuB7kxG1JjXSDeiH6rj913QQVgdjjOiUUeQJ&_nc_ohc=0-3vFe1PMwUAX8-urJL&_nc_ht=scontent.fhan14-1.fna&oh=03_AdSFTKtVdlACTSYC4mRn_BULDg9iF1Bsbhf3xUqrHya0lg&oe=662DE28C 
https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/432420012_1663877334018713_1367146951445832835_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHtzFZc0LVfM98PHrDJRBXSK_NORnCzzu4r805GcLPO7ohDsiHSCZ2e5i5Aiz29jBnWois8Pqa27kHgfEGew6Fl&_nc_ohc=0g4uvcZT0AIAX-SMGEZ&_nc_ht=scontent.fhan14-1.fna&oh=03_AdQnr5gwryP2_NZU--X8miH2VlqkEcnCr8_2i4XZxzmR0A&oe=662DCCA0 
https://scontent.fhan14-2.fna.fbcdn.net/v/t1.15752-9/432411911_391263883764234_266458108692084438_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHzFGFQq39iJFtRMOlGHQNvP4U-W9PjYKs_hT5b0-Ngq5dunoLCKRUWdq-EU5Mp3p7jsdlCp0X91j7sbiEAoXFx&_nc_ohc=KFuqEPt46-UAX8fx3Ru&_nc_ht=scontent.fhan14-2.fna&oh=03_AdQ7z7a859zIp3ZtY8d4CBDPE1dkh3J4rHdV_zyOPnwZ5Q&oe=662DE80A 
https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/431648089_883316380472688_4595930142935651076_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGv0hlsfZVY7-qzj-_8xQGMl3bo1bXGVy2XdujVtcZXLV2hRouiAs2mrl4TEw9_jQSArsxuSxcy1YI2nBJJ23Km&_nc_ohc=aQQhAvz3ROkAX_Y8SOg&_nc_ht=scontent.fhan14-5.fna&oh=03_AdQ0cGe-BBCeZcaBPZYXBJ9OuKNZW_-WwLAgYjjEyvy57A&oe=662DCAC7 ",,,,Đạt,Duyệt,,
2024/03/19,FP - Sài Gòn nghenn,Đồng Lan Phương,Quen ghệ 2 tháng tăng 4 kí 🥲,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/432214737_308674831926747_7671115374706507720_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG8NvSRggYwMW7wjAMOI91dRQM2UAIRziFFAzZQAhHOIf7Ve4UksalQHFrDszRa-WYFrKDY6T8Jpep-Wb-EHuQP&_nc_ohc=LZgQqUfqG-cAX-wyePU&_nc_oc=Adhqr1p26TZwTbH-sagfJOrxklPpa9BLtASQVDNiLos-IbpXxZMaOv0qPKlsPLsh3VY&_nc_ht=scontent.fhan14-3.fna&oh=03_AdSfiMfKvM6ojzEdsfitWQ1BHKPl96b67TJxSppKUvZNZg&oe=662DE901 ,,,,Đạt,Duyệt,,
2024/03/19,FP - Sài Gòn nghenn,Bánh Bòa,Một Sài gòn về đêm lúc nào cũng đẹp đến nao lòng...  (Ảnh: Trần Huy Phụng),"https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/431737288_421859917165504_8739950928726866339_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFIrRiuIs2LDWwZDHuhWQuOCtZ3Gx4U9AEK1ncbHhT0AU1p6pdlfn9KduHVDHUzOPyzJFpTXxYW5EIC54ldgp8Q&_nc_ohc=z20uENMqUqYAX-Kf9NV&_nc_ht=scontent.fhan14-1.fna&oh=03_AdTBubT9Me5HXum0COmQBwFGOBg2oPsYZnzVYO_vM-WSgA&oe=662DDCA6 
https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/431488587_429769356245937_6349077189399558967_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHXugPKwFILku-9xlHM69sg6tyJycMk2-3q3InJwyTb7Y0c_Y6saDU8FEK5-pHAh9ydvb7wLlGaVP3KOPcVNJlR&_nc_ohc=KRbjGIkKs2AAX-isGlT&_nc_ht=scontent.fhan14-5.fna&oh=03_AdTBG5B8adsIw_Yoi5kdv3TqBG6WnZb1GtibUfHPDuh9Lg&oe=662DDA95 
https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/432394103_1809359149566713_4429609601443262229_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeE2dpTMHu3_VvUBM-5VkmwYNFLjvZXMoZs0UuO9lcyhm-DdYFU-yGbvOuXw-uZioWWhYDUl5ZX3ZZoX00AnPR8a&_nc_ohc=z9QDrv_ymKwAX9iye1C&_nc_ht=scontent.fhan14-3.fna&oh=03_AdTrbFT5fwMoNFd9qi_34FrKcU7r2HOzoRKcTdUM14hn0g&oe=662DD997 
https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/432465158_1024017465944491_1518395622993836947_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFuKMz4rEqiiL0bkh8UY1uNBJpoG6SzgBwEmmgbpLOAHPLgI2y7732O-hY0qBk2M_z1j2an03b0qj2rFOD9dd-I&_nc_ohc=cyTm8MmHAoQAX-5LtlK&_nc_oc=AdjST0i9Hm4NolUH6KL1UVyBAGnEhKvYRerMzHhphH79Rc1V3RNMyPjbSbFhneaTId8&_nc_ht=scontent.fhan14-5.fna&oh=03_AdRQgQRWzg8-9js0j1zOZdgk-dfoUdNb0E0oRED6yf3_Sg&oe=662DEE48 
https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/432661325_758158149746893_3423916350323759161_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG7ZuhcyH7aqkQIg1MGGP6mU394NQP2TnpTf3g1A_ZOeqF6tyK6fO4934MwlqxSWkdgkgYGO7QAGIROnOFHmU3g&_nc_ohc=9y73CHb7NcwAX-5zTIL&_nc_ht=scontent.fhan14-5.fna&oh=03_AdQ2XSLcQJMlnbezH2nZYcvlRBh1K_76WUMxwUHIf2muMQ&oe=662DCA1D 
https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/431477303_1373694947365669_1882882131215434506_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEVVvIQb3iUlycVkoUUk0xhKUgGKRi5RdkpSAYpGLlF2QK8DCZpjKNfwzO0Kj_-LCJ9wRRtidJ6f8W134w13ZAQ&_nc_ohc=2Ai7OzLGIDsAX9JLVrm&_nc_ht=scontent.fhan14-1.fna&oh=03_AdR7lspVBx91knnyDVRUDSGDlu7LFypd4WebNU0-NEduqQ&oe=662DC8FB 
https://scontent.fhan14-2.fna.fbcdn.net/v/t1.15752-9/432273944_942339200605069_1355468119476576409_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHspPDtPcbEjfYhd7iU3_hDcEtMUnmVvbpwS0xSeZW9ug4Fy4MkET3e_UexfSDJ2kewW7gQkpPbfitwrez7llR0&_nc_ohc=FpOyPip3gmoAX8cZLsv&_nc_ht=scontent.fhan14-2.fna&oh=03_AdRvlisQSxWVujiREs_A_AXxmgf5Q70ipGpKGxOC0xKW7g&oe=662DCB36 ",,,,Đạt,Duyệt,,
2024/03/19,FP - Sài Gòn nghenn,Đồng Lan Phương,Đấng 🙇‍♀️🙇‍♀️,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/432138728_951120096038918_810110634615326019_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEl3YKY6xK01uviTrz9DWXw_0vK_PK6J1b_S8r88ronVrfY02x94LBqMBhAJKc_4ecAvH-ZVFSlhh4pZpTUaIuK&_nc_ohc=d4ShqSjYsokAX9cIm6Q&_nc_ht=scontent.fhan14-1.fna&oh=03_AdTsg8QPvrRpfktmH5Rf7T6iczXhRua0Mj2HoZngjmC5yw&oe=662DE0E1 ,,,,Bách,Duyệt,,
2024/03/19,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,Dở 😂😂,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/431220011_1585092338919084_1285989827695640797_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGKS3z9w2BotG3HbH2npbrL9Box53_BITL0GjHnf8EhMqgDzQsk9sL5UEQF3kmv-_YtYl6uArBqzvDd1urFraB0&_nc_ohc=qukpe6bMwE0AX9CG4q7&_nc_ht=scontent.fhan14-3.fna&oh=03_AdTjanxSFr-XxDF9_24VZrPLAMZpJKVc5igL9okrJmCz7g&oe=662DE5C3 ,,,,Đạt,Duyệt,,
2024/03/19,FP - Sài Gòn nghenn,Quyen Tieu,Một trong những skill của dân Sài Gòn sành ăn: Phân biệt được quán chính gốc giữa các quán chính gốc,,,,,Bách,Duyệt,,
2024/03/19,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,"Nếu một ngày bạn chặt hẻm Bình Thạnh mà không bị lạc, chính là lúc bạn đắc đạo rồi 🙏",https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/430007300_741987284706055_1208114468055195777_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHII21ZXt4-n5jOUGC5GZ3Xlt0qXO1Sc8iW3Spc7VJzyKMAh3-3nj2iI-AB1U5YDxePtLTrP6UqxanQ8fhXwlmU&_nc_ohc=5Eq1B2CArWMAX_y_Smi&_nc_ht=scontent.fhan14-1.fna&oh=03_AdRBJpUJtBxmA0aOtTBKOQi7yToTfQLSw8nrsAXkUoiYNQ&oe=662DC93C ,,,,Đạt,Duyệt,,
2024/03/19,FP - Sài Gòn nghenn,Đồng Lan Phương,Học hong dô nhưng không dám cúp buổi nào 🥹,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/432116724_1400257190855420_6123577924353491997_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHbFKoKhx2bAPXd98wv109EpjO0_mJU9JqmM7T-YlT0mnqVRstsqsH_WPcq-eEvfKbS3Jo73BEClRC1z1Fvckk0&_nc_ohc=mg-DAitNHRAAX_gX9ZO&_nc_ht=scontent.fhan14-3.fna&oh=03_AdS4MG6vc6UPGGlYNdAw0TIgrmBUob8oOPjH6rTXjTt6Ug&oe=662DDD7A ,,,,Đạt,Duyệt,,
2024/03/19,FP - Sài Gòn nghenn,Bánh Bòa,Cứ theo 2 đỉnh này là tới Sài Gòn 🇻🇳  (Ảnh: Lê Hoàng Vũ),https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/431708495_323579410721824_6647155561632989964_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHuU8n5vd9NIQPaF1e9vd7W02TSPHwTJk3TZNI8fBMmTfmy83h1UmQzp1bp6KwZ5mlcthQcHDBkCUaJHU7DGPRw&_nc_ohc=x3htDXTOqi0AX86zvYe&_nc_ht=scontent.fhan14-1.fna&oh=03_AdTBgcWN2E06MauWHrtiuuoXw2jaP1dFrIFFl7oWZbDDvg&oe=662DCDC3 ,,,,Đạt,Duyệt,,
2024/03/19,FP - Sài Gòn nghenn,Bánh Bòa,,https://photos.app.goo.gl/LKfXnmghNmhYHGFHA,,,,Đạt,Sửa/ xóa bài,hướng đe dọa,Nội dung bạo lực và phản cảm
2024/03/19,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,Nguyện nhường cái nóng này cho người khác,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/431218496_1455745921992904_6685242991370462978_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGaHnkPBUOYfCr_fxfLi9XDz3TW_a72P_zPdNb9rvY__DKsqz75ria3Fh7n3RZVhyo8PeRT-sLHaBslKKfYORqv&_nc_ohc=UFruo1f9JxUAX8ALHl6&_nc_ht=scontent.fhan14-3.fna&oh=03_AdSRp_Sj1aR-Uuy3d8pBRh-ylUzYHPE8opcz4P8MuMXNoA&oe=662DF06B ,,,,Đạt,Duyệt,,
2024/03/19,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,https://www.facebook.com/Howcoolvietnamm/posts/pfbid032TrMazF2BCF5uBsdP4HMqKAP8vrvptZBJiPvuFU6SqcvVcWo5ZjyZkoFnP5zWeByl,,,,https://www.facebook.com/Howcoolvietnamm/posts/pfbid032Yt3rh8izwej3iE6wLCwUxrcP2roLvQ5Cb1Pgrdm61qPcEHLTu4VR34JFdEcDDpcl,Đạt,Duyệt,,
2024/03/19,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,https://www.facebook.com/chuyencuarsaigon/posts/pfbid02Z2LEYGrHD1YPAzztPjbkE7SKWqGT3FMrwKzb8ALb9Bg9HXN7GZ8qwL3aiWcqqCDxl,,,,https://www.facebook.com/chuyencuarsaigon/posts/pfbid0V5mDLAYRMbyWL175zy12zcAhfagbqxDtaXG78Utn6you8WX5ryssrj9AZbAMPedkl,Đạt,Duyệt,,
2024/03/18,FP - Sài Gòn nghenn,Đồng Lan Phương,"Chẳng cần mối quan hệ 7, 8 năm, chỉ cần có thời gian thương nhau thật lòng thì quyết định chia xa cũng thật khó khăn.  Những sự thất vọng về đối phương tích tụ ngày qua ngày. Trong quãng thời gian đó, tại sao chúng ta vẫn kiên nhẫn với mối quan hệ đến vậy?  Vì yêu là tin. Và khi tổn thương quá nhiều, ta không còn cớ để tin người ta nữa. Cho đến khi giọt nước tràn ly khiến một người, hoặc cả hai, không thể chịu đựng được nữa. Vậy là chia tay.   Việc phải nói lời chia tay cũng vô cùng khó khăn. Kể cả nếu nguyên nhân của chia tay là sự bội phản, thì việc chấp nhận cũng chẳng dễ dàng.  Và nếu việc chia tay này xảy ra, như một điều tất yếu, tui thật sự mong chúng ta vẫn tin tưởng vào tình yêu.  📸: Trần Huy Phụng",https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/433243074_798255482338621_60549072527034737_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEvECsuJF5lTCZ0l4ym0YT5_-JXzYAn-Ir_4lfNgCf4ioeaQQxpidIS1gz-j8Qs6r5joLyoElJz05BFrufih_pI&_nc_ohc=mR1nrMMhaEwAX9fQ-lu&_nc_ht=scontent.fhan14-5.fna&oh=03_AdSfSYEOzbG6l7jwnYPDUgLp0_sDZaGKipgJ0v8_f4g0TQ&oe=662DE6A5 ,,,,Bách,Duyệt,,
2024/03/18,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,https://www.facebook.com/chuyencuarsaigon/posts/pfbid037HYBWnUjtc8mwzja4NvSTGhxdZV4FRQuHwcaB84Q4ciTQ6kLv8Q3rd8jxXWsauPRl,,,,https://www.facebook.com/chuyencuarsaigon/posts/pfbid023LyAJgAt3UPKGEXaRxq2XTp6bSDjf374TUYx1ADZZUzE3ARzoaM6wFfNp6PnAJ4tl,Bách,Duyệt,,
2024/03/18,FP - Sài Gòn nghenn,Bánh Bòa,Không hết buồn còn được cái thúi ình nữa :D,,,https://video.fhan14-1.fna.fbcdn.net/v/t42.3356-2/433882564_25567389056185565_2405577396485403691_n.mp4?_nc_cat=105&ccb=1-7&_nc_sid=4f86bc&_nc_eui2=AeHkPrrV-wwyVgZNJAHKQYvdfXDqHgRMtjV9cOoeBEy2NWjNNgUqab0aRYGZt65nV-M57UBN4ibjlbSQglmFG_2v&_nc_ohc=lgU4fRCBCQkAX9TEba8&_nc_ht=video.fhan14-1.fna&oh=03_AdStzRFZI25IMYiikDCB6Frf1eyFeUPE94dM3HGwtH9VMQ&oe=6607EA5E&dl=1 ,,Bách,Duyệt,,
2024/03/18,FP - Sài Gòn nghenn,Đồng Lan Phương,Sinh viên khu Nguyễn Gia Trí chắc quá quen với tiệm bánh flan này. Tầm chiều chiều là đông khủng khiếp 😊,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/433369599_1586815415489722_1455386581534848143_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG5Vu3FoT8BVXE6eT7rcuxZ7hrpQxB9RCPuGulDEH1EI4_9378iRkogKYbtYgW5AuvK9aRwF5DQfeUnZ4UcNdKI&_nc_ohc=6TvoYN6MDTMAX-_m-2H&_nc_ht=scontent.fhan14-3.fna&oh=03_AdQVKFcQ3qXDuZ0bBjkN_uiPqeva7q8J1ha7TKOGdEQK0g&oe=662DD1ED ,,,,Đạt,Duyệt,,
2024/03/18,FP - Sài Gòn nghenn,Đồng Lan Phương,Thôn 🥹,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/431827636_704979471836109_4381467651248399939_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHRZRQN9o6R0PT4lyj35CrY1zK4P3M_InXXMrg_cz8idWdTiH-dFr2p5_JUU2nEUl1wf0gIG-481m5G80k5NqXn&_nc_ohc=ZAnE6zvWFs4AX-2K0nO&_nc_ht=scontent.fhan14-3.fna&oh=03_AdTusMyG4DAx23ouP97W4ipkPTbbJHsJswJdkwGvo9J3CQ&oe=662DED62 ,,,,Bách,Duyệt,,
2024/03/18,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,Cách để con diều của bạn luôn nổi bật dù thả ở khu nhiều diều như Q2 😂,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/431295685_3588304084718626_5097095971479175919_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEneYDTIQopEcS3WULvd4uMbLcZ4sKD2t5stxniwoPa3ilAe7H6xrUygxR2hS_OIERqrAiMv8UbLUucDemtx0eP&_nc_ohc=YQaDRwMYDJcAX_Ao_Uo&_nc_ht=scontent.fhan14-1.fna&oh=03_AdSwrQIp1h6RKysPcXLk7llZCq2zVrQYs3W4lZo-9rUl9w&oe=662DE229 ,,,,Đạt,Duyệt,,
2024/03/18,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,Không có smartkey là xác định kiếm lòi le luôn :v,https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/431024732_430785456088995_8350896589236841646_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEbyOhNWXx7jwXyu8O0kAPKvgVximo7cmK-BXGKajtyYs2ONU8FcAqfYfyljVJKRrMRmGVm8UokJ0Jd4gqjNUpp&_nc_ohc=hiqjaT9se_YAX_JYL7B&_nc_ht=scontent.fhan14-5.fna&oh=03_AdQ462E2cw10_3xSnFe-SaH-oQV_9SRBStmejAF6sXJ10Q&oe=662DF4E3 ,,,,Bách,Duyệt,,
2024/03/18,FP - Sài Gòn nghenn,Bánh Bòa, Ai cười x2 học phí ☠️,https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/431687805_463748199393580_2709539175189043431_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEsvNBMSfASdq2rRxXbVbW2gevQZRJAoqWB69BlEkCipT--L6itgfufRblWpdGarLxKA4eu6H0zcKLEUPavsOia&_nc_ohc=CqBLxQVB68gAX--W4OO&_nc_ht=scontent.fhan14-5.fna&oh=03_AdTKB9MLLjLWqGzikz83WuFMOrUdPlcoVWHbKV89-H4Yvg&oe=662DE152 ,,,,Đạt,Sửa/ xóa bài,spin kỹ trường đại học,
2024/03/18,FP - Sài Gòn nghenn,Bánh Bòa,Ai đi cà phê bệt cũng phải chạy 1 lần thoy :))),,,https://video.fhan14-1.fna.fbcdn.net/v/t42.3356-2/432762240_7746078912082361_6051178161985473847_n.mp4?_nc_cat=107&ccb=1-7&_nc_sid=4f86bc&_nc_eui2=AeElt8wsM0UWpTd5yQesEUtOGEIamgu3sO0YQhqaC7ew7RBXl2TmTivccEqwsCjLy-EJkEIgTsBOP9u8SYBEtysL&_nc_ohc=bFBPTu1BK78AX93GRY9&_nc_ht=video.fhan14-1.fna&oh=03_AdTIIlDVcWPxbJlxru5C-BUdSpXUx71kSM7U9LuJp-9A-Q&oe=660835FA&dl=1 ,,Đạt,Duyệt,,
2024/03/18,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,Ăn trưa hổng ngon luôn á - như người trong ảnh :v,https://scontent.fhan14-4.fna.fbcdn.net/v/t1.15752-9/431055652_25621210017493243_5982406407803547026_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeESQOcgxjWkhEIem2WhYH31PVKTDQWg-F49UpMNBaD4XjW_qZaGPCnnZQzjeukAEeRbl4o3SjwayY-M5u2B5NI_&_nc_ohc=e0SBUvTAoOAAX--0FsO&_nc_ht=scontent.fhan14-4.fna&oh=03_AdRZLjiuufrxayc14Sgtnd1GHxr8gNJDwc5L6dBXPMJlWA&oe=662DEC50 ,,,,Đạt,Duyệt,,
2024/03/17,FP - Sài Gòn nghenn,Đồng Lan Phương,"Sài Gòn, người ta có thú vui lạ lắm,  thử xong là ghiền: chạy xe dạo đêm.  Cái thú này giúp giải toả tinh thần và healing kinh khủng.   Chạy xe chẳng cần nhìn maps, thích quẹo thì quẹo, thích đi thẳng hoài cũng được. Cứ thả trôi tâm hồn theo từng con đường Sài Gòn, dù lạ hay quen.  Đường vắng nhưng vẫn vặn ga thật chậm, đều đều. Bỗng nhiên lại cảm thấy cuộc sống nhẹ nhàng hơn.  Nếu còn ở Sài Gòn, hãy một lần thử chạy xe dạo đêm nha. Và có thêm đồng bọn cùng tận hưởng thú vui này thì đúng là số dách lun 😊  📸: Dương Nguyễn",https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/431866636_1472080367056748_5028803697646118502_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHHIbNNMSuJmovrDrg7sLE_0mdm2w1MaCXSZ2bbDUxoJTx58VxS4DXZS6mhQQTlLWui_njVDDTGidbTM1lEbIjP&_nc_ohc=sRU3cBCznccAX-Ji1Di&_nc_ht=scontent.fhan14-3.fna&oh=03_AdRyFM-m5Oa1oY5bmlnRbCYE885Pwl1CCoBMCWCWPjY8vg&oe=662DE63F ,,,,Bách,Duyệt,,
2024/03/17,FP - Sài Gòn nghenn,Bánh Bòa,Phụ huynh học sinh trong truyền thuyết kiểu: - (Ảnh từ cô giáo chipttrn),https://scontent.fhan14-2.fna.fbcdn.net/v/t1.15752-9/431680359_986961489666509_1554254913262240130_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG0uEKTuVLK_-GC0pI5ga4HK4LR99FsCnwrgtH30WwKfJGT-kV3KNODsMiFJGTTwxw-PDNbAbojpL1BQ5UBuE2I&_nc_ohc=ILppfJRde8EAX98Gfbk&_nc_ht=scontent.fhan14-2.fna&oh=03_AdQg-BrlAbzLcLCfqISPEq0NeQ6X6ADT3sTMFTl9b8MgtQ&oe=662DDBD0 ,,,,Bách,Duyệt,,
